X,Y,objectid,pws_id,pws_type,county,owner,federal_id,state_id,source_typ,source_nam,source_ava,well_yield,well_depth,reg_name,system_nam,system_add,system_cit,system_sta,system_zip,system_con,system_pop,owner_addr,owner_city,owner_stat,owner_zip,wsw_class,intake_loc,pws_type_d
520659.715197428,251378.043300347,2840,NC0241020,Community,GUILFORD,"HIGH POINT, CITY OF",39224,RW2,Surface Water,OAK HOLLOW LAKE,Permanent,0,0,WINSTON-SALEM REGIONAL OFFICE,"HIGH POINT, CITY OF",121 NORTH PENDLETON ST.,HIGH POINT,NC,27261,42990,117279,PO BOX 230,HIGH POINT,NC,27261,WS-IV,Class 1,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
544978.090597429,272556.343800345,2841,NC0241103,Community,GUILFORD,"YES AUTUMN FOREST, LLC",22228,100,Groundwater,WELL #1,Permanent,24,270,WINSTON-SALEM REGIONAL OFFICE,AUTUMN FOREST MHP,3700 AUTUMN FOREST DR,BROWN SUMMIT,NC,27214,262,665,3529 MCCONNEL RD., GREENSBORO,NC,27405, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
545313.263497426,272093.078900345,2842,NC0241103,Community,GUILFORD,"YES AUTUMN FOREST, LLC",22231,500,Groundwater,WELL #5,Permanent,25,555,WINSTON-SALEM REGIONAL OFFICE,AUTUMN FOREST MHP,3700 AUTUMN FOREST DR,BROWN SUMMIT,NC,27214,262,665,3529 MCCONNEL RD., GREENSBORO,NC,27405, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
544873.524297432,272088.599600345,2843,NC0241103,Community,GUILFORD,"YES AUTUMN FOREST, LLC",22232,600,Groundwater,WELL #6,Permanent,80,520,WINSTON-SALEM REGIONAL OFFICE,AUTUMN FOREST MHP,3700 AUTUMN FOREST DR,BROWN SUMMIT,NC,27214,262,665,3529 MCCONNEL RD., GREENSBORO,NC,27405, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
545135.421197428,261388.861600349,2844,NC0241105,Community,GUILFORD,"CURL, FREDERICK",22235,S01,Groundwater,WELL #1,Permanent,60,300,WINSTON-SALEM REGIONAL OFFICE,CEDAR PARK MHP,1228 RANKIN MILL RD,GREENSBORO,NC,27405,44,112,707 N ENGLISH ST,GREENSBORO,NC,27405, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
529520.931297428,270458.155100347,2845,NC0241106,Community,GUILFORD,"LANDMARK ENTERPRISES OF STOKESDALE, LLC",22236,S01,Groundwater,WELL #1,Permanent,15,125,WINSTON-SALEM REGIONAL OFFICE,CIRCLE M MHP,6955 SUMMERFIELD ROAD,SUMMERFIELD,NC,27358,72,195,PO BOX 14917,GREENSBORO,NC,27415, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
529516.138097427,270455.312900342,2846,NC0241106,Community,GUILFORD,"LANDMARK ENTERPRISES OF STOKESDALE, LLC",22237,S02,Groundwater,WELL #2,Permanent,15,125,WINSTON-SALEM REGIONAL OFFICE,CIRCLE M MHP,6955 SUMMERFIELD ROAD,SUMMERFIELD,NC,27358,72,195,PO BOX 14917,GREENSBORO,NC,27415, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
528756.693897423,252292.651200347,2847,NC0241111,Community,GUILFORD,HUNTINGTON PARK INVESTORS LLC,22244,S01,Groundwater,WELL #1,Permanent,30,220,WINSTON-SALEM REGIONAL OFFICE,HUNTINGTON WOODS MHP,5626 ATWATER DR,GREENSBORO,NC,27407,69,175,4 SCHINDLER COURT,BOONTON TOWNSHIP,NJ,07005, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
528867.951797426,252265.460100345,2848,NC0241111,Community,GUILFORD,HUNTINGTON PARK INVESTORS LLC,22245,S02,Groundwater,WELL #2,Permanent,25,410,WINSTON-SALEM REGIONAL OFFICE,HUNTINGTON WOODS MHP,5626 ATWATER DR,GREENSBORO,NC,27407,69,175,4 SCHINDLER COURT,BOONTON TOWNSHIP,NJ,07005, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
530676.262997427,245097.299800349,2849,NC0241112,Community,GUILFORD,JONES ESTATES BAY COUNTRY LLC,22246,S01,Groundwater,WELL #1,Permanent,112,325,WINSTON-SALEM REGIONAL OFFICE,CROWN MHP,TURNAGE DRIVE,GREENSBORO,NC,27407,135,343,"2310 S MIAMI BLVD, SUITE 238",DURHAM,NC,27703, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
530481.219197429,244872.114600347,2850,NC0241112,Community,GUILFORD,JONES ESTATES BAY COUNTRY LLC,22247,S02,Groundwater,WELL #2,Permanent,28,145,WINSTON-SALEM REGIONAL OFFICE,CROWN MHP,TURNAGE DRIVE,GREENSBORO,NC,27407,135,343,"2310 S MIAMI BLVD, SUITE 238",DURHAM,NC,27703, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
544246.60699743,254441.530100344,2851,NC0241113,Community,GUILFORD,SWAIM AND WHARY LLC_241113,22248,100,Groundwater,WELL #1,Permanent,35,97,WINSTON-SALEM REGIONAL OFFICE,OAK LANE MHP,3610 EAST LEE STREET,GREENSBORO,NC,27406,22,56,3702 NEW SALEM ROAD,CLIMAX,NC,27233, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
540998.017997429,250504.410400348,2852,NC0241117,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22252,100,Groundwater,WELL #1,Permanent,35,350,WINSTON-SALEM REGIONAL OFFICE,HOLIDAY HILLS WTR SYSTEM,1113 RIVERIA DR,GREENSBORO,NC,27406,53,135,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
540800.579497426,250844.902500346,2853,NC0241117,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22253,200,Groundwater,WELL #2,Permanent,80,260,WINSTON-SALEM REGIONAL OFFICE,HOLIDAY HILLS WTR SYSTEM,1113 RIVERIA DR,GREENSBORO,NC,27406,53,135,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
536739.298997425,241170.576500343,2854,NC0241124,Community,GUILFORD,SWAIM AND WHARY LLC_241113,22261,S01,Groundwater,WELL #1,Permanent,13,120,WINSTON-SALEM REGIONAL OFFICE,MAGNOLIA WOODS,260 EAST NC 62,GREENSBORO,NC,27406,28,72,3702 NEW SALEM ROAD,CLIMAX,NC,27233, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
526890.594397426,276466.91780035,2855,NC0241125,Community,GUILFORD,"ELLISON, RALEIGH",22262,100,Groundwater,WELL #1,Emergency,50,330,WINSTON-SALEM REGIONAL OFFICE,MEADOWVIEW MHP,8245 WALTER COMBS WAY,STOKESDALE,NC,27357,36,92,8245 WALTER COMBS WAY,STOKESDALE,NC,27357, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
526815.102597429,276265.762600346,2856,NC0241125,Community,GUILFORD,"ELLISON, RALEIGH",22263,300,Groundwater,WELL #3,Permanent,9,502,WINSTON-SALEM REGIONAL OFFICE,MEADOWVIEW MHP,8245 WALTER COMBS WAY,STOKESDALE,NC,27357,36,92,8245 WALTER COMBS WAY,STOKESDALE,NC,27357, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
536463.292697427,247343.521900347,2857,NC0241126,Community,GUILFORD,"MONROE, THOMAS",22264,100,Groundwater,WELL #1,Permanent,44,205,WINSTON-SALEM REGIONAL OFFICE,MONROE`S MHP,955 COQUINA LN,GREENSBORO,NC,27406,127,187,5111 MOCKINGBIRD RD,GREENSBORO,NC,27406, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
536857.030097423,247284.835400345,2858,NC0241126,Community,GUILFORD,"MONROE, THOMAS",22265,200,Groundwater,WELL #2,Permanent,20,185,WINSTON-SALEM REGIONAL OFFICE,MONROE`S MHP,955 COQUINA LN,GREENSBORO,NC,27406,127,187,5111 MOCKINGBIRD RD,GREENSBORO,NC,27406, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
540405.029497429,266225.283800347,2859,NC0241128,Community,GUILFORD,"FORREST, FRANKIE",22267,S02,Groundwater,WELL #2,Permanent,3,245,WINSTON-SALEM REGIONAL OFFICE,O`HENRY MHP,5005 WATLINGTON RD,GREENSBORO,NC,27405,20,51,100 EMORY DRIVE,GREENSBORO,NC,27406, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
518212.658297425,258937.029400347,2860,NC0241136,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22274,100,Groundwater,WELL #1,Permanent,45,0,WINSTON-SALEM REGIONAL OFFICE,QUAIL MEADOWS S\D,802 QUAILMEADOW LANE,COLFAX,NC,27425,27,68,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
554468.782597432,255429.12290035,2861,NC0241139,Community,GUILFORD,"ROCK CREEK VILLAGE DEVELOPMENT, INC.",22275,100,Groundwater,WELL #1,Permanent,100,360,WINSTON-SALEM REGIONAL OFFICE,ROCK CREEK MH VILLAGE,1335 VILLAGE RD,WHITSETT,NC,27377,127,275,1335 VILLAGE ROAD,WHITSETT,NC,27377, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
554355.652797431,255829.716300346,2862,NC0241139,Community,GUILFORD,"ROCK CREEK VILLAGE DEVELOPMENT, INC.",22276,200,Groundwater,WELL #2,Permanent,18,300,WINSTON-SALEM REGIONAL OFFICE,ROCK CREEK MH VILLAGE,1335 VILLAGE RD,WHITSETT,NC,27377,127,275,1335 VILLAGE ROAD,WHITSETT,NC,27377, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
546133.710597427,273729.519500347,2863,NC0241144,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22281,100,Groundwater,WELL #1,Permanent,20,325,WINSTON-SALEM REGIONAL OFFICE,WALKER ESTATES,7803 CHEVRON DRIVE,BROWNS SUMMIT,NC,27214,19,48,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
536553.302797428,243650.495200349,2864,NC0241145,Community,GUILFORD,"FOURWARD PROPERTIES, LLC",22283,S02,Groundwater,WELL #2,Permanent,12,110,WINSTON-SALEM REGIONAL OFFICE,WARD`S MHP,5039 RANDLEMAN RD,GREENSBORO,NC,27406,16,41,PO BOX 184,CLIMAX,NC,27233, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
542372.168797424,253179.059700346,2865,NC0241150,Community,GUILFORD,ALAMANCE MHP LLC,22288,S01,Groundwater,WELL #1,Permanent,9,249,WINSTON-SALEM REGIONAL OFFICE,ALAMANCE MHP LLC,1468 ALAMANCE CH RD,GREENSBORO,NC,27406,26,66,PO BOX 38898,CHARLOTTE,NC,28278, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
549953.948597431,272778.709200347,2866,NC0241154,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22294,100,Groundwater,WELL #1,Permanent,75,150,WINSTON-SALEM REGIONAL OFFICE,MONTICELLO ESTATES,5406 PINE LEVEL DR,BROWNS SUMMIT,NC,27214,79,201,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
549873.902597429,272723.761100348,2867,NC0241154,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22295,200,Groundwater,WELL #2,Permanent,75,190,WINSTON-SALEM REGIONAL OFFICE,MONTICELLO ESTATES,5406 PINE LEVEL DR,BROWNS SUMMIT,NC,27214,79,201,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
534804.163797428,245203.670700347,2868,NC0241191,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22332,100,Groundwater,WELL #1,Permanent,38,550,WINSTON-SALEM REGIONAL OFFICE,COUNTRYSIDE S/D,1405 COUNTRY LAKE DR,GREENSBORO,NC,27425,15,38,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
523668.538297429,264534.446100345,2869,NC0241193,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22335,S01,Groundwater,WELL #1,Permanent,101,420,WINSTON-SALEM REGIONAL OFFICE,BON AIRE ACRES,6999 MONTMARTRE ROAD,GREENSBORO,NC,27409,32,81,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
521398.015197425,266294.078200346,2870,NC0241194,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22336,100,Groundwater,WELL #1,Permanent,64,200,WINSTON-SALEM REGIONAL OFFICE,STAFFORDSHIRE ESTATES,4904 LEADENHALL DR,OAK RIDGE,NC,27130,98,239,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
521917.727797425,266748.474400347,2871,NC0241194,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22337,300,Groundwater,WELL #3,Permanent,50,300,WINSTON-SALEM REGIONAL OFFICE,STAFFORDSHIRE ESTATES,4904 LEADENHALL DR,OAK RIDGE,NC,27130,98,239,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
550493.264397426,265792.652400341,2872,NC0241196,Community,GUILFORD,PRIESTLEY MANAGEMENT,22342,400,Groundwater,WELL #4,Permanent,130,525,WINSTON-SALEM REGIONAL OFFICE,QUARTERSTONE FARM/COUNTRY XING,HUFFINE MILL RD,GIBSONVILLE,NC,27249,269,683,1842 BANKING STREET,GREENSBORO,NC,27408, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
550930.166097425,265428.476000346,2873,NC0241196,Community,GUILFORD,PRIESTLEY MANAGEMENT,22343,S05,Groundwater,WELL #5,Permanent,102,305,WINSTON-SALEM REGIONAL OFFICE,QUARTERSTONE FARM/COUNTRY XING,HUFFINE MILL RD,GIBSONVILLE,NC,27249,269,683,1842 BANKING STREET,GREENSBORO,NC,27408, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
517052.033097432,270477.704500347,2874,NC0241197,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22344,100,Groundwater,WELL #1,Permanent,18,505,WINSTON-SALEM REGIONAL OFFICE,SMOKE RIDGE ESTATES,9100 SMOKE HOLLOW RD,KERNERSVILLE,NC,27310,53,135,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
516300.465497427,270748.633500345,2875,NC0241197,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22345,200,Groundwater,WELL #2,Permanent,18,525,WINSTON-SALEM REGIONAL OFFICE,SMOKE RIDGE ESTATES,9100 SMOKE HOLLOW RD,KERNERSVILLE,NC,27310,53,135,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
520084.677097426,264582.282100344,2876,NC0241198,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22347,S01,Groundwater,WELL #1,Permanent,20,340,WINSTON-SALEM REGIONAL OFFICE,LAUREL ACRES,3800 CLAIRESE DR,COLFAX,NC,27235,31,79,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
520985.083097425,274867.926400343,2877,NC0241200,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22348,S01,Groundwater,WELL #1,Permanent,45,320,WINSTON-SALEM REGIONAL OFFICE,DORSETT DOWNS S/D,5 DORSETT DOWNS DR,STOKESDALE,NC,27357,42,107,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
519007.84339743,255771.375400348,2878,NC0241201,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22349,S01,Groundwater,WELL #1,Permanent,35,700,WINSTON-SALEM REGIONAL OFFICE,KENDALE WOODS ESTATES,4474 KENDALE ROAD,HIGH POINT,NC,27265,28,71,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
520873.38869743,270866.476700345,2879,NC0241203,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22351,W01,Groundwater,WELL #1,Permanent,70,305,WINSTON-SALEM REGIONAL OFFICE,RIVER OAKS S/D,NC 68,OAK RIDGE,NC,27310,161,409,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
520240.370397426,270874.676000345,2880,NC0241203,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22352,W02,Groundwater,WELL #2,Permanent,41,0,WINSTON-SALEM REGIONAL OFFICE,RIVER OAKS S/D,NC 68,OAK RIDGE,NC,27310,161,409,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
520856.092097432,270936.33690035,2881,NC0241203,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22353,W03,Groundwater,WELL #3,Permanent,65,345,WINSTON-SALEM REGIONAL OFFICE,RIVER OAKS S/D,NC 68,OAK RIDGE,NC,27310,161,409,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
521241.238697424,272477.759600343,2882,NC0241206,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22356,S01,Groundwater,WELL #1,Permanent,60,280,WINSTON-SALEM REGIONAL OFFICE,WEATHERSTONE S/D,8107 BARTONSHIRE DR,OAK RIDGE,NC,27310,106,269,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
521263.936797423,272353.915200345,2883,NC0241206,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22357,S02,Groundwater,WELL #2,Permanent,10,700,WINSTON-SALEM REGIONAL OFFICE,WEATHERSTONE S/D,8107 BARTONSHIRE DR,OAK RIDGE,NC,27310,106,269,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
519170.327697427,273499.777500348,2884,NC0241207,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22358,S01,Groundwater,WELL #1,Permanent,55,358,WINSTON-SALEM REGIONAL OFFICE,MEADOW RIDGE S/D,7626 ANTHONY RD,STOKESDALE,NC,27357,63,160,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
519227.253297424,273482.111600347,2885,NC0241207,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22359,S02,Groundwater,WELL #2,Permanent,71,385,WINSTON-SALEM REGIONAL OFFICE,MEADOW RIDGE S/D,7626 ANTHONY RD,STOKESDALE,NC,27357,63,160,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
519757.088497428,266863.267100347,2886,NC0241208,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22360,S01,Groundwater,WELL #1,Permanent,33,585,WINSTON-SALEM REGIONAL OFFICE,FOXBURY S/D,5700 WOLF RIDGE CT,OAK RIDGE,NC,27310,24,61,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
543635.11749743,250730.132600343,2887,NC0241209,Community,GUILFORD,STERLING RIDGE HOA_0241209,22361,100,Groundwater,WELL #1,Permanent,24,360,WINSTON-SALEM REGIONAL OFFICE,STERLING RIDGE S/D,3080 BROOKFOREST DR,GREENSBORO,NC,27406,41,104,PO BOX 36035,GREENSBORO,NC,27416, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
534158.545097426,271532.544400344,2888,NC0241210,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22362,100,Groundwater,WELL #1,Permanent,99,400,WINSTON-SALEM REGIONAL OFFICE,RIDGEWOOD S/D,921 JAMES DOAK PKWY,SUMMERFIELD,NC,27558,263,668,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
534200.65889743,271481.587500347,2889,NC0241210,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22363,200,Groundwater,WELL #2,Permanent,61,400,WINSTON-SALEM REGIONAL OFFICE,RIDGEWOOD S/D,921 JAMES DOAK PKWY,SUMMERFIELD,NC,27558,263,668,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
536094.122197428,272160.89730035,2890,NC0241210,Community,GUILFORD,AQUA NORTH CAROLINA INC.,64698,400,Groundwater,WELL #4,Permanent,17,500,WINSTON-SALEM REGIONAL OFFICE,RIDGEWOOD S/D,921 JAMES DOAK PKWY,SUMMERFIELD,NC,27558,263,668,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
520125.354297428,268382.041100347,2891,NC0241211,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22364,S01,Groundwater,WELL #1,Permanent,58,360,WINSTON-SALEM REGIONAL OFFICE,TWELVE OAKS S/D,8700 ROSEDALE DRIVE,OAK RIDGE,NC,27310,92,234,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
520205.498097427,268424.18300035,2892,NC0241211,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22365,S02,Groundwater,WELL #2,Permanent,45,400,WINSTON-SALEM REGIONAL OFFICE,TWELVE OAKS S/D,8700 ROSEDALE DRIVE,OAK RIDGE,NC,27310,92,234,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
554392.622397431,255221.212300349,2893,NC0241216,Community,GUILFORD,"ROCK CREEK VILLAGE DEVELOPMENT, INC.",22366,300,Groundwater,WELL #3,Permanent,50,325,WINSTON-SALEM REGIONAL OFFICE,ROCK CREEK MH VILLAGE  NO 2,1335 VILLAGE RD,WHITSETT,NC,27377,120,305,1335 VILLAGE ROAD,WHITSETT,NC,27377, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
553978.293597431,255580.511500351,2894,NC0241216,Community,GUILFORD,"ROCK CREEK VILLAGE DEVELOPMENT, INC.",22367,400,Groundwater,WELL #4,Permanent,110,300,WINSTON-SALEM REGIONAL OFFICE,ROCK CREEK MH VILLAGE  NO 2,1335 VILLAGE RD,WHITSETT,NC,27377,120,305,1335 VILLAGE ROAD,WHITSETT,NC,27377, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
521848.531097428,272919.974500349,2895,NC0241217,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22368,HC1,Groundwater,WELL #1,Permanent,37,400,WINSTON-SALEM REGIONAL OFFICE,HUNTCLIFF S/D,KRISTEN DR,STOKESDALE,NC,27357,102,259,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
521851.853097433,272956.006900346,2896,NC0241217,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22369,HC2,Groundwater,WELL #2,Permanent,37,400,WINSTON-SALEM REGIONAL OFFICE,HUNTCLIFF S/D,KRISTEN DR,STOKESDALE,NC,27357,102,259,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
525513.778897428,273122.281500347,2897,NC0241220,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22370,W01,Groundwater,WELL #1,Permanent,111,245,WINSTON-SALEM REGIONAL OFFICE,WILSON FARMS/AUBURNDALE,BRANDI WOOD CIRCLE,SUMMERFIELD,NC,27310,172,436,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
525553.469997427,273173.39730035,2898,NC0241220,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22371,W02,Groundwater,WELL #2,Permanent,120,305,WINSTON-SALEM REGIONAL OFFICE,WILSON FARMS/AUBURNDALE,BRANDI WOOD CIRCLE,SUMMERFIELD,NC,27310,172,436,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
525553.69499743,273025.362500349,2899,NC0241220,Community,GUILFORD,AQUA NORTH CAROLINA INC.,76543,W03,Groundwater,WELL #3,Permanent,51,365,WINSTON-SALEM REGIONAL OFFICE,WILSON FARMS/AUBURNDALE,BRANDI WOOD CIRCLE,SUMMERFIELD,NC,27310,172,436,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
518953.518397427,268450.118300345,2900,NC0241225,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22372,W01,Groundwater,WELL #1,Permanent,28,805,WINSTON-SALEM REGIONAL OFFICE,WILLARD OAKS S/D,6102 BAR CT,OAK RIDGE,NC,27310,44,112,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
519235.630697428,268435.053000346,2901,NC0241225,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22373,W02,Groundwater,WELL #2,Permanent,7,605,WINSTON-SALEM REGIONAL OFFICE,WILLARD OAKS S/D,6102 BAR CT,OAK RIDGE,NC,27310,44,112,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
519693.723797424,267550.901900347,2902,NC0241227,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22374,MR1,Groundwater,WELL #1,Permanent,40,380,WINSTON-SALEM REGIONAL OFFICE,MERRIMAN ESTATES/BILLET PLACE,8513 BILLET PLACE,OAK RIDGE,NC,27310,41,104,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
527004.253397427,271757.323100347,2903,NC0241234,Community,GUILFORD,AQUA NORTH CAROLINA INC.,22375,HF1,Groundwater,WELL #5,Permanent,16,483,WINSTON-SALEM REGIONAL OFFICE,HENSON FARMS S/D,5902A HENSON FARM RD,SUMMERFIELD,NC,27358,99,251,202 MACKENAN COURT,CARY,NC,27511, , ,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
